Page_Number,Type,Price,Price_Per_M2,Surface_m2,Rooms,Bedrooms,Floor,Address,City,PostalCode,Department,Energy_Class,Is_New,Agency,URL,Confidence_Score
5,Appartement,170 000 €, 7 391 €/m²,23 m²,1 pièce(s),N/A,1,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",Paris 18ème,75018,75,G,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/255579655.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,560 000 €, 9 825 €/m²,57 m²,3 pièce(s),2 chambre(s),3,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/256127939.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,265 000 €, 12 045 €/m²,22 m²,1 pièce(s),N/A,1,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/255675027.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,193 000 €, 8 391 €/m²,23 m²,1 pièce(s),N/A,1,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/242191393/,10
5,Appartement,950 000 €, 12 338 €/m²,77 m²,4 pièce(s),2 chambre(s),4,"Grandes Carrières-Clichy, Paris 18ème (75018)",Paris 18ème,75018,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/grandes-carrieres-clichy/254520663.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,590 000 €, 14 115 €/m²,"41,8 m²",3 pièce(s),1 chambre(s),3,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/249795691.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Maison,2 990 000 €, 18 924 €/m²,158 m²,7 pièce(s),5 chambre(s),7,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,F,Non,N/A,https://www.seloger.com/annonces/achat/maison/paris-20eme-75/gambetta/255156261.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,1 044 000 €, 9 110 €/m²,"114,6 m²",5 pièce(s),3 chambre(s),5,"Charles-Hermite-Evangile, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/243196807/,10
5,Appartement,320 000 €, 17 778 €/m²,18 m²,1 pièce(s),N/A,1,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/250800503.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,1 580 000 €, 7 524 €/m²,210 m²,4 pièce(s),2 chambre(s),4,"Plaine, Paris 20ème (75020)",Paris 20ème,75020,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/plaine/237372683.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,595 000 €, 8 151 €/m²,73 m²,3 pièce(s),2 chambre(s),3,Paris 20ème (75020),Paris 20ème,75020,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/254184329.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,575 000 €, 7 566 €/m²,76 m²,4 pièce(s),3 chambre(s),4,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/254409681.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,277 000 €, 7 914 €/m²,35 m²,2 pièce(s),1 chambre(s),2,"Pont de Flandre, Paris 19ème (75019)",Paris 19ème,75019,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/255156789.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,1 265 000 €, 12 396 €/m²,"102,1 m²",4 pièce(s),2 chambre(s),4,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.bellesdemeures.com/255314375/detail.htm,10
5,Appartement,950 000 €, 12 430 €/m²,"76,4 m²",4 pièce(s),2 chambre(s),4,"Grandes Carrières-Clichy, Paris 18ème (75018)",Paris 18ème,75018,75,D,Non,N/A,https://www.bellesdemeures.com/254509443/detail.htm,10
5,Appartement,199 000 €, 10 474 €/m²,19 m²,1 pièce(s),N/A,1,"Manin-Jaurès, Paris 19ème (75019)",Paris 19ème,75019,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/manin-jaures/256239943.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Duplex,722 000 €, 10 939 €/m²,66 m²,4 pièce(s),3 chambre(s),4,Paris 18ème (75018),Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/253870831.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,N/A,2 100 000 €, 8 537 €/m²,246 m²,6 pièce(s),4 chambre(s),6,"Plaine, Paris 20ème (75020)",Paris 20ème,75020,75,D,Non,N/A,https://www.bellesdemeures.com/254629641/detail.htm,10
5,Loft,2 095 000 €, 8 380 €/m²,250 m²,6 pièce(s),4 chambre(s),6,"Plaine, Paris 20ème (75020)",Paris 20ème,75020,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/plaine/250576811.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,529 000 €, 9 796 €/m²,54 m²,2 pièce(s),1 chambre(s),2,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/253587385.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,345 000 €, 10 147 €/m²,34 m²,2 pièce(s),1 chambre(s),2,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/252723907.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,499 000 €, 7 625 €/m²,"65,4 m²",3 pièce(s),2 chambre(s),3,"Pont de Flandre, Paris 19ème (75019)",Paris 19ème,75019,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/242273723.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,195 000 €, 9 750 €/m²,20 m²,1 pièce(s),N/A,1,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",Paris 18ème,75018,75,G,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/250659423.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,490 000 €, 10 426 €/m²,47 m²,2 pièce(s),1 chambre(s),2,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/251761767.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,350 000 €, 11 667 €/m²,30 m²,1 pièce(s),N/A,1,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/253214651.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,690 000 €, 11 888 €/m²,58 m²,3 pièce(s),2 chambre(s),3,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/252360947.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,699 000 €, 7 767 €/m²,90 m²,4 pièce(s),2 chambre(s),4,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/251550905.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,900 000 €, 8 738 €/m²,103 m²,4 pièce(s),2 chambre(s),4,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/moskowa-porte-montmartre-porte-de-clignancourt/254343109.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,195 000 €,N/A,84 m²,4 pièce(s),2 chambre(s),4,Paris 19ème (75019),Paris 19ème,75019,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/245367439.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
5,Appartement,249 000 €, 7 545 €/m²,33 m²,2 pièce(s),1 chambre(s),2,"Père Lachaise-Réunion, Paris 20ème (75020)",Paris 20ème,75020,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/pere-lachaise-reunion/255842883.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,316 000 €, 10 897 €/m²,29 m²,2 pièce(s),1 chambre(s),2,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/256166839.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,430 000 €, 12 832 €/m²,"33,5 m²",1 pièce(s),N/A,1,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/moskowa-porte-montmartre-porte-de-clignancourt/255746193.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,338 000 €, 9 508 €/m²,"35,6 m²",2 pièce(s),1 chambre(s),2,"Flandre-Aubervilliers, Paris 19ème (75019)",Paris 19ème,75019,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/flandre-aubervilliers/255928447.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,236 000 €, 10 261 €/m²,23 m²,1 pièce(s),N/A,1,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/256166845.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,233 000 €, 10 130 €/m²,23 m²,1 pièce(s),N/A,1,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/256166831.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,900 000 €, 9 000 €/m²,100 m²,4 pièce(s),3 chambre(s),4,Paris 20ème (75020),Paris 20ème,75020,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/255877209.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,850 000 €, 12 023 €/m²,"70,7 m²",3 pièce(s),N/A,3,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,N/A,Non,N/A,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/202765053/,10
3,Appartement,350 000 €, 12 069 €/m²,29 m²,1 pièce(s),1 chambre(s),1,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/256241941.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,388 000 €, 8 719 €/m²,"44,5 m²",2 pièce(s),1 chambre(s),2,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",Paris 18ème,75018,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/254612527.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,250 000 €, 8 292 €/m²,"30,2 m²",1 pièce(s),N/A,1,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",Paris 18ème,75018,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/249517501.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,265 000 €, 12 045 €/m²,22 m²,2 pièce(s),1 chambre(s),2,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,N/A,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/255675023.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,465 000 €, 10 977 €/m²,"42,4 m²",2 pièce(s),1 chambre(s),2,"Buttes Chaumont, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/buttes-chaumont/253559111.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
3,Appartement,458 000 €, 5 556 €/m²,"82,4 m²",4 pièce(s),3 chambre(s),4,"Flandre-Aubervilliers, Paris 19ème (75019)",Paris 19ème,75019,75,C,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/flandre-aubervilliers/251628495.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D3&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
